HPO_ID,Description,Depth
HP:0012804,Corneal ulceration,7
HP:0009938,Sunken cheeks,7
HP:0011576,Intermediate atrioventricular canal defect,7
HP:0500232,Abnormal CSF alanine concentration,7
HP:0003943,Abnormality of the joint spaces of the elbow,7
HP:0001631,Atrial septal defect,7
HP:0030069,Primary central nervous system lymphoma,7
HP:0001142,Lenticonus,7
HP:0007396,Early cutaneous photosensitivity,7
HP:0410181,Increased glucose-6-phosphate dehydrogenase level in dried blood spot,7
HP:0000403,Recurrent otitis media,7
HP:0031939,Conus terminalis arteriovenous malformation,7
HP:0006687,Aortic tortuosity,7
HP:0001735,Acute pancreatitis,7
HP:0011680,Single ventricle of indeterminate morphology,7
HP:0000544,External ophthalmoplegia,7
HP:0025474,Erythematous plaque,7
HP:0032186,Anal neoplasm,7
HP:0025509,Piezogenic pedal papules,7
HP:0032381,Hydroa vacciniforme,7
HP:0011894,Impaired thromboxane A2 agonist-induced platelet aggregation,7
HP:0001869,Deep plantar creases,7
HP:0004844,Coombs-positive hemolytic anemia,7
HP:0005420,Recurrent gram-negative bacterial infections,7
HP:0000124,Renal tubular dysfunction,7
HP:0010615,Angiofibromas,7
HP:0004532,Sacral hypertrichosis,7
HP:0032233,Increased circulating creatine kinase BB isoform,7
HP:0031494,Ovarian mucinous tumor,7
HP:0008554,Cochlear malformation,7
HP:0003225,Reduced coagulation factor V activity,7
HP:0031585,Tessier number 13 facial cleft,7
HP:0011709,Atrioventricular dissociation,7
HP:0031832,Hypermetric downward saccades,7
HP:0009714,Abnormality of the epididymis,7
HP:0012683,Pineal cyst,7
HP:3000079,Abnormality of mandibular symphysis,7
HP:0007354,Amyotrophic lateral sclerosis,7
HP:0025383,Dorsocervical fat pad,7
HP:0012202,Increased serum bile acid concentration,7
HP:0011579,Unbalanced atrioventricular canal defect,7
HP:0004637,Decreased cervical spine mobility,7
HP:0011404,Lethal short-trunk short stature,7
HP:0000799,Renal steatosis,7
HP:0010778,Tracheomegaly,7
HP:0000988,Skin rash,7
HP:0200122,Atypical or prolonged hepatitis,7
HP:0025425,Laryngospasm,7
HP:0032400,Dysgyria with thickened cortex,7
HP:0012355,Abnormal mannosylation of N-linked protein glycosylation,7
HP:0100596,Absent nares,7
HP:0000093,Proteinuria,7
HP:0005086,Knee osteoarthritis,7
HP:0011856,Pica,7
HP:0020128,Aplasia of the olfactory tract,7
HP:0030693,Supratentorial neoplasm,7
HP:0100892,Abnormality of the xiphoid process,7
HP:0001141,Severely reduced visual acuity,7
HP:0410182,Decreased glucose-6-phosphate dehydrogenase level in dried blood spot,7
HP:0006699,Premature atrial contractions,7
HP:0011552,Ambiguous atrioventricular connection,7
HP:0004610,Lumbar spinal canal stenosis,7
HP:0030914,Abnormal peristalsis,7
HP:0011274,Recurrent mycobacterial infections,7
HP:0032270,Optic nerve tram-track sign,7
HP:0008259,Adrenocorticotropin receptor defect,7
HP:0006650,Thickening of the lateral border of the scapula,7
HP:0007165,Periventricular heterotopia,7
HP:0002505,Progressive inability to walk,7
HP:0100739,Bulimia,7
HP:0010656,Abnormal epiphyseal ossification,7
HP:0030106,Absent muscle fiber beta sarcoglycan,7
HP:0032072,Popliteal synovial cyst,7
HP:0004900,Severe lactic acidosis,7
HP:0001026,Penetrating foot ulcers,7
HP:0025114,Hypergranulosis,7
HP:0000787,Nephrolithiasis,7
HP:0000831,Insulin-resistant diabetes mellitus,7
HP:0030026,Squared superior portion of helix,7
HP:0002724,Recurrent Aspergillus infections,7
HP:0003189,Long nose,7
HP:0001604,Vocal cord paresis,7
HP:0002084,Encephalocele,7
HP:0030216,Inertia,7
HP:0033057,Decreased serum terminal complement component,7
HP:0011976,Elevated urinary catecholamines,7
HP:0040017,Protruding coccyx,7
HP:0040162,Orthokeratosis,7
HP:0000107,Renal cyst,7
HP:0100290,Abnormality of peripheral somatosensory evoked potentials,7
HP:0031827,Absent abdominal reflex,7
HP:0032163,Molluscum contagiosum,7
HP:0000273,Facial grimacing,7
HP:0002690,Large sella turcica,7
HP:0004527,Large clumps of pigment irregularly distributed along hair shaft,7
HP:0031669,Middiastolic murmur,7
HP:0040195,Decreased head circumference,7
HP:0000201,Pierre-Robin sequence,7
HP:0011872,Impaired thrombin-induced platelet aggregation,7
HP:0025198,Inflammatory cap polyp,7
HP:0012273,Increased carotid artery intimal medial thickness,7
HP:0040121,Abnormality of the acoustic reflex,7
HP:0025492,Microcoria,7
HP:0003400,Basal lamina onion bulb formation,7
HP:0001922,Vacuolated lymphocytes,7
HP:0032976,Elevated bronchoalveolar lavage fluid lymphocyte proportion,7
HP:0008587,Mild neurosensory hearing impairment,7
HP:0012027,Laryngeal edema,7
HP:0008113,Multiple plantar creases,7
HP:0003071,Flattened epiphysis,7
HP:0001738,Exocrine pancreatic insufficiency,7
HP:0010724,Advanced pneumatization of the mastoid process,7
HP:0008256,Adrenocortical adenoma,7
HP:0020077,Carnitinuria,7
HP:0011951,Aspiration pneumonia,7
HP:0410397,Bronchiolectasis,7
HP:0004904,Maturity-onset diabetes of the young,7
HP:0032015,Dysmetric horizontal saccades,7
HP:0002370,Poor coordination,7
HP:0002656,Epiphyseal dysplasia,7
HP:0001998,Neonatal hypoglycemia,7
HP:0030258,Hyperpigmented genitalia,7
HP:0030789,Excessive cerumen,7
HP:0041047,Bladder outlet obstruction,7
HP:0010505,Limitation of movement at ankles,7
HP:0000588,Optic nerve coloboma,7
HP:0001723,Restrictive cardiomyopathy,7
HP:0006089,Palmar hyperhidrosis,7
HP:0500162,Decreased level of carnosine in blood,7
HP:0030109,Absent muscle fiber gamma sarcoglycan,7
HP:0003467,Atlantoaxial instability,7
HP:0030083,Salt craving,7
HP:0032268,Dural tail sign,7
HP:0000666,Horizontal nystagmus,7
HP:0031472,Risk taking,7
HP:0011270,Duplicated tragus,7
HP:0031666,Late systolic murmur,7
HP:0006277,Pancreatic hyperplasia,7
HP:0004311,Abnormal macrophage morphology,7
HP:0025122,Sawtooth acanthosis,7
HP:0001667,Right ventricular hypertrophy,7
HP:0007289,Limb fasciculations,7
HP:0010908,Abnormal circulating lysine concentration,7
HP:0004993,Slender long bones with narrow diaphyses,7
HP:0410339,Insect bite allergy,7
HP:0011777,Thyroid papillary adenoma,7
HP:0008631,Ureteral dysgenesis,7
HP:0002383,Encephalitis,7
HP:0031597,PR segment elevation,7
HP:0031665,Midsystolic murmur,7
HP:0011920,Transudative pleural effusion,7
HP:0011858,Reduced factor IX activity,7
HP:0008763,No social interaction,7
HP:0031986,Polyminimyoclonus,7
HP:0500196,Abnormal CSF glutamine concentration,7
HP:0004897,Stress/infection-induced lactic acidosis,7
HP:0007534,Congenital posterior occipital alopecia,7
HP:0007973,Retinal dysplasia,7
HP:0011602,Midline direction of ventricular apex,7
HP:0000245,Abnormality of the paranasal sinuses,7
HP:0100302,Muscle fiber tubuloreticular inclusions,7
HP:0011283,Abnormality of the metencephalon,7
HP:0030401,Abnormal platelet dense granule ATP/ADP ratio,7
HP:0031692,Severe cytomegalovirus infection,7
HP:0010506,Abnormal plantar dermatoglyphics,7
HP:0030740,Anomalous muscle bundle of the right ventricle,7
HP:0031633,Isolation of the left subclavian artery,7
HP:0100255,Metaphyseal dysplasia,7
HP:0003185,Short greater sciatic notch,7
HP:0011634,Partial left sided absence of pericardium,7
HP:0002474,Expressive language delay,7
HP:0003646,Bicarbonaturia,7
HP:0002743,Recurrent enteroviral infections,7
HP:0030091,Absent muscle fiber merosin,7
HP:0010801,Underdeveloped nasolabial fold,7
HP:0002509,Limb hypertonia,7
HP:0031628,Aborted sudden cardiac death,7
HP:0011912,Abnormality of the glenoid fossa,7
HP:0100735,Hypertensive crisis,7
HP:0005765,Sacral meningocele,7
HP:0006476,Abnormality of the pancreatic islet cells,7
HP:0025466,Beta 2-microglobulinuria,7
HP:0011331,Hemifacial atrophy,7
HP:0007398,"Asymmetric, linear skin defects",7
HP:0000458,Anosmia,7
HP:0002073,Progressive cerebellar ataxia,7
HP:0009799,Supernumerary spleens,7
HP:0005733,Spinal stenosis with reduced interpedicular distance,7
HP:0007607,Hypohidrotic ectodermal dysplasia,7
HP:0100522,Thymoma,7
HP:0008598,Mild conductive hearing impairment,7
HP:0005039,Multiple long-bone exostoses,7
HP:0002231,Sparse body hair,7
HP:0001891,Iron deficiency anemia,7
HP:0008962,Calf muscle hypoplasia,7
HP:0012798,Pulmonary lymphangiomyomatosis,7
HP:0002779,Tracheomalacia,7
HP:0000447,Pear-shaped nose,7
HP:0005661,Salmonella osteomyelitis,7
HP:0009067,Progressive spinal muscular atrophy,7
HP:0010779,Large pelvis bone,7
HP:0009936,Narrow nasal septum,7
HP:0005147,Bidirectional ventricular ectopy,7
HP:0500199,Abnormal CSF glutamate concentration,7
HP:0011578,Transitional atrioventricular canal defect,7
HP:0001384,Abnormality of the hip joint,7
HP:0009112,Aplasia of the left hemidiaphragm,7
HP:0004411,Deviated nasal septum,7
HP:0410336,Venom allergy,7
HP:0005360,Susceptibility to chickenpox,7
HP:0200084,Giant cell hepatitis,7
HP:0001025,Urticaria,7
HP:0008921,Neonatal short-limb short stature,7
HP:0030215,Inappropriate crying,7
HP:0006637,Sternal punctate calcifications,7
HP:0010474,Bladder stones,7
HP:0003481,Segmental peripheral demyelination/remyelination,7
HP:0001785,Ankle swelling,7
HP:0002470,Nonprogressive cerebellar ataxia,7
HP:0011630,Complete diaphragmatic absence of pericardium,7
HP:0001744,Splenomegaly,7
HP:0025508,Gottron's papules,7
HP:0030744,Hyaloid vascular remnant and retrolental mass,7
HP:0025057,Abnormality of olfactory lobe morphology,7
HP:0012761,Absent mastoid,7
HP:0032229,Perinuclear antineutrophil antibody positivity,7
HP:0032283,Disseminated nontuberculous mycobacterial infection,7
HP:0025048,Reduced brain choline level by MRS,7
HP:0005307,Postural hypotension with compensatory tachycardia,7
HP:0030874,Oxygen desaturation on exertion,7
HP:0001074,Atypical nevi in non-sun exposed areas,7
HP:0025392,Nodular pattern on pulmonary HRCT,7
HP:0005967,Mixed respiratory and metabolic acidosis,7
HP:0004863,Compensated hemolytic anemia,7
HP:0410060,Decreased level of D-mannose in urine,7
HP:0009800,Maternal diabetes,7
HP:0003269,Sudanophilic leukodystrophy,7
HP:0002846,Abnormal B cell morphology,7
HP:0025333,Cortical thinning of foot bones,7
HP:0031371,Rectal perforation,7
HP:0007703,Abnormality of retinal pigmentation,7
HP:0006531,Pleural lymphangiectasia,7
HP:0008445,Cervical spinal canal stenosis,7
HP:0000371,Acute otitis media,7
HP:0010906,Hyperhistidinemia,7
HP:0012303,Abnormal aortic arch morphology,7
HP:0100595,Camptocormia,7
HP:0025603,Abnormal superior rectus muscle physiology,7
HP:0030587,Abnormal Hardy-Rand-Rittler plate test,7
HP:0000997,Axillary freckling,7
HP:0005532,Macrocytic dyserythropoietic anemia,7
HP:0003016,Metaphyseal widening,7
HP:0025370,Abnormal ossification of the sacrum,7
HP:0031997,Early inspiratory crackles,7
HP:0002647,Aortic dissection,7
HP:0007809,Punctate corneal dystrophy,7
HP:0004886,Congenital laryngeal stridor,7
HP:0008922,Childhood-onset short-trunk short stature,7
HP:0002619,Varicose veins,7
HP:0031586,Tessier number 14 facial cleft,7
HP:0001996,Chronic metabolic acidosis,7
HP:0032144,Coffee ground vomitus,7
HP:0000586,Shallow orbits,7
HP:0100029,Lingual thyroid,7
HP:0030203,Unfavorable response of muscle weakness to acetylcholine esterase inhibitors,7
HP:0031248,Palmar pruritus,7
HP:0100562,Diplomyelia,7
HP:0008723,"Gonadal dysgenesis with female appearance, male",7
HP:0009588,Vestibular Schwannoma,7
HP:0002034,Abnormality of the rectum,7
HP:0032964,Uric acid crystalluria,7
HP:0012523,Oral aversion,7
HP:0007362,Aplasia/Hypoplasia of the brainstem,7
HP:0010616,Lung fibroma,7
HP:0002110,Bronchiectasis,7
HP:0032575,Decreased circulating 12-HETE,7
HP:0012795,Abnormality of the optic disc,7
HP:0007902,Vitreous hemorrhage,7
HP:0011512,Hyperpigmentation of the fundus,7
HP:0011673,Cardiac hemangioma,7
HP:0011269,Bifid tragus,7
HP:0004376,Neuroblastic tumor,7
HP:0031359,Cutaneous sclerotic plaque,7
HP:0007499,Recurrent staphylococcal infections,7
HP:0025391,Crazy paving pattern on pulmonary HRCT,7
HP:0012179,Craniofacial dystonia,7
HP:0010830,Impaired tactile sensation,7
HP:0008480,Cervical spondylosis,7
HP:0012359,Abnormal fucosylation of O-linked protein glycosylation,7
HP:0011601,Rightward direction of ventricular apex,7
HP:0007006,Dorsal column degeneration,7
HP:0005155,Ventricular escape rhythm,7
HP:0000795,Abnormality of the urethra,7
HP:0010909,Abnormal circulating arginine concentration,7
HP:0007759,Opacification of the corneal stroma,7
HP:0030259,Hypopigmented genitalia,7
HP:0030788,Impacted cerumen,7
HP:0030218,Punding,7
HP:0012390,Anal fissure,7
HP:0000523,Subcapsular cataract,7
HP:0030999,Abnormal vestibular saccule morphology,7
HP:0012737,Small intestinal polyp,7
HP:0030108,Reduced muscle fiber gamma sarcoglycan,7
HP:0006932,Transient psychotic episodes,7
HP:0025084,Folliculitis,7
HP:0100301,Muscle fiber tubular inclusions,7
HP:0004889,Intermittent episodes of respiratory insufficiency due to muscle weakness,7
HP:0003634,Amyoplasia,7
HP:0011332,Hemifacial hypoplasia,7
HP:0012248,Prolonged PR interval,7
HP:0030865,Large elbow,7
HP:0001033,Facial flushing after alcohol intake,7
HP:0010619,Fibroadenoma of the breast,7
HP:0008153,Periodic hypokalemic paresis,7
HP:0010658,Patchy changes of bone mineral density,7
HP:0200057,Marcus Gunn pupil,7
HP:0025374,Duplicated odontoid process,7
HP:0045042,Decreased serum complement C4,7
HP:0032520,Masseter muscular weakness,7
HP:0000963,Thin skin,7
HP:0030092,Reduced muscle fiber merosin,7
HP:0001348,Brisk reflexes,7
HP:0031356,Terminal insomnia,7
HP:0011266,"Microtia, first degree",7
HP:0000935,Thickened cortex of long bones,7
HP:0012176,Abnormal natural killer cell morphology,7
HP:0002232,Patchy alopecia,7
HP:0002293,Alopecia of scalp,7
HP:0010542,Vestibular nystagmus,7
HP:0002953,Vertebral compression fractures,7
HP:0030065,Primitive neuroectodermal tumor,7
HP:0033001,Laryngeal papilloma,7
HP:0009031,Amyotrophy of ankle musculature,7
HP:0100721,Mediastinal lymphadenopathy,7
HP:0040327,Abnormal morphology of the olfactory bulb,7
HP:0030111,Reduced muscle fiber delta sarcoglycan,7
HP:0000317,Facial myokymia,7
HP:0008668,"Gonadal dysgenesis, male",7
HP:0032391,Subcortical heterotopia,7
HP:0005054,Metaphyseal spurs,7
HP:0430021,Abnormal common carotid artery morphology,7
HP:0010872,T-wave inversion,7
HP:0025575,Abnormal superior vena cava morphology,7
HP:0011483,Anterior synechiae of the anterior chamber,7
HP:0000445,Wide nose,7
HP:0010951,Abnormality of the third ventricle,7
HP:0006533,Bronchodysplasia,7
HP:0032977,Elevated bronchoalveolar lavage fluid neutrophil proportion,7
HP:0100625,Enlarged thorax,7
HP:0410191,Increased glucose-6-phosphate dehydrogenase level in leukocytes,7
HP:0031600,P wave inversion,7
HP:0004309,Ventricular preexcitation,7
HP:0012026,Hyperornithinemia,7
HP:0032720,Focal motor seizure with dysarthria/anarthria,7
HP:0020076,Wrist ganglion,7
HP:0012786,Recurrent cystitis,7
HP:0012216,Entrapment neuropathy of suprascapular nerve,7
HP:0007440,Generalized hyperpigmentation,7
HP:0200016,Acrokeratosis,7
HP:0007181,Interosseus muscle atrophy,7
HP:0008997,Proximal muscle weakness in upper limbs,7
HP:0002225,Sparse pubic hair,7
HP:0011618,Pulmonary situs ambiguus with bilateral morphologic right lungs,7
HP:0500226,Abnormal CSF serine concentration,7
HP:0000083,Renal insufficiency,7
HP:0008625,Severe sensorineural hearing impairment,7
HP:0003707,Calf muscle pseudohypertrophy,7
HP:0025524,Palmoplantar scaling skin,7
HP:0011150,Myoclonic absence seizure,7
HP:0031258,Delirium,7
HP:0030588,Abnormal visual field test,7
HP:0030246,Maternal first trimester fever,7
HP:0025393,Reticulonodular pattern on pulmonary HRCT,7
HP:0031998,Late inspiratory crackles,7
HP:0002648,Abnormality of calvarial morphology,7
HP:0030985,Decreased serum bile concentration,7
HP:0002427,Motor aphasia,7
HP:0025266,Cervical osteoarthritis,7
HP:0012480,Abnormality of cerebral veins,7
HP:0005180,Tricuspid regurgitation,7
HP:0008455,Dysplastic sacrum,7
HP:0032712,Focal impaired awareness motor seizure,7
HP:0001985,Hypoketotic hypoglycemia,7
HP:0031667,Holosystolic murmur,7
HP:0031484,Cold-induced hemolysis,7
HP:0031829,Absent cremaster reflex,7
HP:0030319,Weakness of facial musculature,7
HP:0031346,Rectal arteriovenous malformation,7
HP:0031632,Anomalous origin of the right subclavian artery from the descending aorta,7
HP:0031693,Severe Epstein Barr virus infection,7
HP:0000480,Retinal coloboma,7
HP:0000141,Amenorrhea,7
HP:0025367,Trichoepithelioma,7
HP:0100963,Hyperesthesia,7
HP:0012723,Sinoatrial block,7
HP:0012219,Erythema nodosum,7
HP:0008762,Repetitive compulsive behavior,7
HP:0011154,Focal autonomic seizure,7
HP:0008523,Posterior helix pit,7
HP:0032045,Hypoplastic carotid canal,7
HP:0008589,Hypoplastic helices,7
HP:0032671,Non-convulsive status epilepticus without coma,7
HP:0009739,Hypoplasia of the antihelix,7
HP:0001027,"Soft, doughy skin",7
HP:0004278,Synostosis involving bones of the hand,7
HP:0003365,Arthralgia of the hip,7
HP:0030107,Reduced muscle fiber beta sarcoglycan,7
HP:0030027,Abnormality of the nasal cartilage,7
HP:0003057,Tetraamelia,7
HP:0032659,Non-convulsive status epilepticus with coma,7
HP:0032618,Renal necrosis,7
HP:0031301,Peripheral arterial calcification,7
HP:0000026,Male hypogonadism,7
HP:0031604,Agenesis of the carotid canal,7
HP:0040016,Prominent coccyx,7
HP:0005099,Severe hydrops fetalis,7
HP:0500229,Abnormal CSF glycine concentration,7
HP:0012600,Abnormal urine chloride concentration,7
HP:0041049,Starch intolerance,7
HP:0200136,Oral-pharyngeal dysphagia,7
HP:0001217,Clubbing,7
HP:0005145,Coronary artery stenosis,7
HP:0005899,Metaphyseal dysostosis,7
HP:0001669,Transposition of the great arteries,7
HP:0100795,Abnormally straight spine,7
HP:0008151,Prolonged prothrombin time,7
HP:0001031,Subcutaneous lipoma,7
HP:0025512,Skin-colored papule,7
HP:0012349,Abnormal sialylation of N-linked protein glycosylation,7
HP:0030669,Abnormal ocular adnexa morphology,7
HP:0005525,Spontaneous hemolytic crises,7
HP:0025269,Panic attack,7
HP:0011913,Lumbar hypertrichosis,7
HP:0006731,Follicular thyroid carcinoma,7
HP:0000961,Cyanosis,7
HP:0008935,Generalized neonatal hypotonia,7
HP:0031448,Herpetiform vesicles,7
HP:0010551,Paraplegia/paraparesis,7
HP:0025564,Anterior chamber cells grade 2+,7
HP:0000142,Abnormal vagina morphology,7
HP:0025578,Aortic valve prolapse,7
HP:0000448,Prominent nose,7
HP:0030456,Abnormality of pattern onset/offset visual evoked potentials,7
HP:0006568,Increased hepatic glycogen content,7
HP:0006574,Hepatic arteriovenous malformation,7
HP:0031142,Abnormal hepatic echogenicity,7
HP:0001804,Hypoplastic fingernail,7
HP:0007730,Iris hypopigmentation,7
HP:0030124,Reduced muscle fiber lamin A/C,7
HP:0002684,Thickened calvaria,7
