HPO_ID,Description,Depth,Remarks
HP:0410206,Increased circulating N-nicotinoylglycine level,6,Synonym
HP:0000815,Hypergonadotrophic hypogonadism,6,Synonym
HP:0000815,Primary hypogonadism,6,Synonym
HP:0008542,Low-frequency hearing loss,6,Synonym
HP:0002349,Focal aware seizures,6,Synonym
HP:0002349,Focal seizure with retained awareness,6,Synonym
HP:0002349,Focal seizure without impairment of awareness,6,Synonym
HP:0002349,Focal seizure without impairment of consciousness or awareness,6,Synonym
HP:0002349,Focal seizures without impairment of consciousness or awareness,6,Synonym
HP:0002349,Partial seizure with retained awareness,6,Synonym
HP:0001048,Collection of dilated blood vessels that forms mass,6,Synonym
HP:0001048,Cavernous haemangioma,6,Synonym
HP:0001048,Cavernous angioma,6,Synonym
HP:0100506,Vitamin B8 deficiency,6,Synonym
HP:0002069,Bilateral convulsive seizures,6,Synonym
HP:0002069,Generalised tonic-clonic seizure (without specification of onset),6,Synonym
HP:0002069,Generalized convulsion,6,Synonym
HP:0002069,Generalized tonic-clonic seizure (without specification of onset),6,Synonym
HP:0002069,Grand mal,6,Synonym
HP:0002069,Grand mal seizures,6,Synonym
HP:0002069,"Seizures, tonic-clonic",6,Synonym
HP:0002069,Tonic-clonic convulsion,6,Synonym
HP:0005261,Spontaneous joint hemorrhage,6,Synonym
HP:0002069,Tonic-clonic convulsions,6,Synonym
HP:0008383,Slow-growing nails,6,Synonym
HP:0011800,Decreased projection of midface,6,Synonym
HP:0011800,Decreased size of midface,6,Synonym
HP:0011800,Flat midface,6,Synonym
HP:0011800,Hypoplasia of midface,6,Synonym
HP:0011800,Hypotrophic midface,6,Synonym
HP:0011800,Midface deficiency,6,Synonym
HP:0011800,Midface hypoplasia,6,Synonym
HP:0012094,Abnormal pancreas size,6,Synonym
HP:0005261,Joint haemorrhage,6,Synonym
HP:0005261,Hemarthrosis,6,Synonym
HP:0005261,Hemarthroses,6,Synonym
HP:0012189,Hodgkin's lymphoma,6,Synonym
HP:0008873,Brachymelic dwarfism,6,Synonym
HP:0008873,Disproportionate short limb dwarfism,6,Synonym
HP:0008873,"Dwarfism, short-limbed",6,Synonym
HP:0008873,Micromelic dwarfism,6,Synonym
HP:0008873,Short limb dwarfism,6,Synonym
HP:0008873,"Short limb dwarfism, disproportionate",6,Synonym
HP:0008873,"Short stature, disproportionate short limb",6,Synonym
HP:0008873,"Short stature, disproportionate short-limb",6,Synonym
HP:0008873,Short-limb dwarfism,6,Synonym
HP:0008873,Short-limbed dwarfism,6,Synonym
HP:0001707,Abnormality of the right ventricle,6,Synonym
HP:0001707,Right ventricular abnormality,6,Synonym
HP:0030707,Unilateral pulmonary agenesis,6,Synonym
HP:0031381,Reduced lymphocyte proliferation to mitogen,6,Synonym
HP:0011000,Absent/small optic tract,6,Synonym
HP:0011000,Absent/underdeveloped optic tract,6,Synonym
HP:0005344,Abnormality of the carotid arteries,6,Synonym
HP:0005261,Bleeding within a joint,6,Synonym
HP:0011800,Midface retrusion,6,Synonym
HP:0000291,Deformity of facial adipose tissue,6,Synonym
HP:0011800,"Midface, flat",6,Synonym
HP:0011800,Small midface,6,Synonym
HP:0001711,Left ventricular abnormality,6,Synonym
HP:0100541,Crural hernia,6,Synonym
HP:0010522,Reading disability,6,Synonym
HP:0200028,Graves dermopathy,6,Synonym
HP:0002561,Absent nipple,6,Synonym
HP:0002561,Absent nipples,6,Synonym
HP:0002561,Athelia,6,Synonym
HP:0005222,Bowel diverticula,6,Synonym
HP:0001711,Abnormality of the left ventricle,6,Synonym
HP:0012645,Enlarged peripheral nerves,6,Synonym
HP:0003787,Type 1 and type 2 muscle fibre minicore regions,6,Synonym
HP:0031003,Multiple neuritis,6,Synonym
HP:0010302,Spinal cord tumor,6,Synonym
HP:0010302,Spinal cord tumour,6,Synonym
HP:0010302,Spinal tumor,6,Synonym
HP:0010302,Spinal tumors,6,Synonym
HP:0010302,Tumor of the spinal cord,6,Synonym
HP:0011893,Abnormal white blood cell count,6,Synonym
HP:0004338,Abnormality of aromatic amino acid family metabolism,6,Synonym
HP:0001711,Abnormal heart left ventricle morphology,6,Synonym
HP:0012859,Esophageal epidermoid metaplasia,6,Synonym
HP:0410320,Immunoglobulin E-mediated animal protein allergy,6,Synonym
HP:0011800,Underdevelopment of midface,6,Synonym
HP:0000859,Elevated plasma aldosterone,6,Synonym
HP:0000859,Increased aldosterone,6,Synonym
HP:0000859,Increased aldosterone production,6,Synonym
HP:0000859,Mineralocorticoid excess,6,Synonym
HP:0410324,Allergy to dust mites,6,Synonym
HP:0410324,Dust mite allergy,6,Synonym
HP:0410324,IgE-mediated dust mite allergy,6,Synonym
HP:0410324,Immunoglobulin E-mediated dust mite allergy,6,Synonym
HP:0003319,Abnormal cervical spine,6,Synonym
HP:0003319,Abnormality of cervical vertebra,6,Synonym
HP:0003319,Abnormality of the cervical vertebrae,6,Synonym
HP:0003319,Cervical spine abnormalities,6,Synonym
HP:0003319,Cervical vertebral abnormalities,6,Synonym
HP:0003319,Cervical vertebral anomalies,6,Synonym
HP:0003319,Disorder of cervical vertebra,6,Synonym
HP:0410320,Allergy to animal proteins,6,Synonym
HP:0410320,Animal protein allergy,6,Synonym
HP:0410320,IgE-mediated animal protein allergy,6,Synonym
HP:0011800,Retrusive midface,6,Synonym
HP:0410184,Abnormal G6PD level in red blood cells,6,Synonym
HP:0000291,Malformation of facial adipose tissue,6,Synonym
HP:0001659,Aortic valve regurgitation,6,Synonym
HP:0012326,Abnormality of the celiac artery,6,Synonym
HP:0041153,bone ankle joint,6,Synonym
HP:0001188,Clenched hands,6,Synonym
HP:0001188,Hand clenching,6,Synonym
HP:0011105,Fluid overload in blood,6,Synonym
HP:0003113,Low blood chloride levels,6,Synonym
HP:0410180,Abnormal G6PD level in dried blood spot,6,Synonym
HP:0410180,Abnormal glucose-6-phosphate dehydrogenase level in DBS,6,Synonym
HP:0012326,Abnormal coeliac artery morphology,6,Synonym
HP:0100706,Abnormality of the oligodendroglia,6,Synonym
HP:0005354,Absent cellular immunity,6,Synonym
HP:0006548,Pulmonary av malformation,6,Synonym
HP:0006548,Pulmonary telangiectasia,6,Synonym
HP:0012470,Eyes fixed downward,6,Synonym
HP:0012470,Setting-sun eye phenomenon,6,Synonym
HP:0012470,Sun setting eyes,6,Synonym
HP:0012470,Sunsetting eye,6,Synonym
HP:0011785,Thyrotoxicosis with toxic multinodular goitre,6,Synonym
HP:0030226,Abnormal muscle fibre myotilin,6,Synonym
HP:0001975,Glanzmann thrombasthenia,6,Synonym
HP:0032446,Pulmonary bullae,6,Synonym
HP:0011954,Partial nodular transformation of liver,6,Synonym
HP:0010997,Increased cellular radiosensitivity,6,Synonym
HP:0010997,Radiation-induced chromosome instability,6,Synonym
HP:0012658,Abnormal brain FDG PET scan,6,Synonym
HP:0032108,Mild reduction in contrast sensitivity,6,Synonym
HP:0040124,Open tuba eustachii,6,Synonym
HP:0001649,Elevated heart rate,6,Synonym
HP:0001649,Fast heart rate,6,Synonym
HP:0001649,Heart racing,6,Synonym
HP:0011384,Abnormality of the internal acoustic meatus,6,Synonym
HP:0001649,Increased heart rate,6,Synonym
HP:0001649,Rapid heart beat,6,Synonym
HP:0040230,Decreased level of tPA,6,Synonym
HP:0100872,Minor feet anomalies,6,Synonym
HP:0001300,Parkinsonian disease,6,Synonym
HP:0003074,High blood glucose,6,Synonym
HP:0003074,High blood sugar,6,Synonym
HP:0011954,Nodular transformation of liver,6,Synonym
HP:0011954,Noncirrhotic nodulation,6,Synonym
HP:0001649,Racing heart,6,Synonym
HP:0001975,Reduced level of platelet glycoprotein IIb/IIIa complex,6,Synonym
HP:0410054,Decreased level of gamma-aminobutyric acid in serum,6,Synonym
HP:0010535,Pauses in breathing while sleeping,6,Synonym
HP:0008551,Hypoplasia of the external ear,6,Synonym
HP:0008551,Hypoplastic ears,6,Synonym
HP:0008551,Hypoplastic pinna,6,Synonym
HP:0008551,Small ears,6,Synonym
HP:0008551,Small pinnae,6,Synonym
HP:0008551,Underdeveloped ears,6,Synonym
HP:0003259,Elevated creatinine,6,Synonym
HP:0003259,High blood creatinine level,6,Synonym
HP:0008551,Bilateral microtia,6,Synonym
HP:0003259,Increased creatinine,6,Synonym
HP:0005948,Cystic lung disease,6,Synonym
HP:0005948,Multiple lung cysts,6,Synonym
HP:0001058,Poor wound healing,6,Synonym
HP:0003028,Abnormality of the ankles,6,Synonym
HP:0500249,Abnormal ethanolamine levels in the blood,6,Synonym
HP:0008003,Jerky smooth pursuit,6,Synonym
HP:0012743,Abdominal obesity,6,Synonym
HP:0012743,Central obesity,6,Synonym
HP:0003259,Increased serum creatinine,6,Synonym
HP:0012329,Tufted hemangioma,6,Synonym
HP:0012329,Progressive capillary hemangioma,6,Synonym
HP:0012329,Hypertrophic hemangioma,6,Synonym
HP:0010535,Sleep apnoea,6,Synonym
HP:0045063,Increased prothrombin induced by vitamin K absence-II,6,Synonym
HP:0002761,Generalised joint laxity,6,Synonym
HP:0002761,Hypermobility of all joints,6,Synonym
HP:0002761,"Joint laxity, generalized",6,Synonym
HP:0100265,Fusion of long bones of hand/long bones of foot,6,Synonym
HP:0020159,Reduce response to GnRH stimulation test,6,Synonym
HP:0010722,Asymmetric ears,6,Synonym
HP:0000329,Facial hemangiomata,6,Synonym
HP:0010938,Abnormality of the external nose,6,Synonym
HP:0010938,Anomaly of the external nose,6,Synonym
HP:0010938,Deformity of the external nose,6,Synonym
HP:0010938,Malformation of the external nose,6,Synonym
HP:0001924,Hypersideremic anemia,6,Synonym
HP:0001924,Sideroblastic anaemia,6,Synonym
HP:0031425,Increased circulating beta-CrossLaps level,6,Synonym
HP:0031425,Increased circulating beta-CTx level,6,Synonym
HP:0012329,Angioblastoma,6,Synonym
HP:0012329,Angioblastoma of Nakagawa,6,Synonym
HP:0010997,Chromosomal breakage induced by ionising radiation,6,Synonym
HP:0006580,Portal fibrosis shown on biopsy,6,Synonym
HP:0003105,Protuberances at ends of long bones,6,Synonym
HP:0010674,Curved spine,6,Synonym
HP:0006916,Intraaxonal accumulation of curvilinear profiles,6,Synonym
HP:0100953,Enlarged great longitudinal fissure,6,Synonym
HP:0100953,Enlarged longitudinal cerebral fissure,6,Synonym
HP:0100953,Enlarged longitudinal fissure,6,Synonym
HP:0002632,Low-to-normal blood pressure,6,Synonym
HP:0002632,Low-to-normal BP,6,Synonym
HP:0031433,Unaware of others' emotions,6,Synonym
HP:0001304,Dystonia musculorum deformans,6,Synonym
HP:0040070,Abnormality of upper limb bone,6,Synonym
HP:0500093,Food allergy,6,Synonym
HP:0500093,Immunoglobulin E-mediated food allergy,6,Synonym
HP:0005289,Anomaly of the nasolabial region,6,Synonym
HP:0005289,Deformity of the nasolabial region,6,Synonym
HP:0005289,Malformation of the nasolabial region,6,Synonym
HP:0000433,Abnormality of mucosa of nose,6,Synonym
HP:0000433,Abnormality of mucous membrane of nose,6,Synonym
HP:0000433,Abnormality of nasal mucous membrane,6,Synonym
HP:0000433,Abnormality of the nasal mucosa,6,Synonym
HP:0500093,IgE-mediated food allergy,6,Synonym
HP:0040070,Abnormal shape of bones of the upper limbs,6,Synonym
HP:0040070,Abnormal morphology of bones of the upper limbs,6,Synonym
HP:0030908,Anti-LKM-1 positive,6,Synonym
HP:0001618,Inability to produce voice sounds,6,Synonym
HP:0003540,Defective platelet aggregation,6,Synonym
HP:0003540,Deficient platelet aggregation,6,Synonym
HP:0003540,Platelet aggregation defect,6,Synonym
HP:0001045,Blotchy loss of skin color,6,Synonym
HP:0500105,Decreased systolic BP,6,Synonym
HP:0500105,Reduced systolic blood pressure,6,Synonym
HP:0004439,Crouzon syndrome,6,Synonym
HP:0410158,Increased level of ALPL in urine,6,Synonym
HP:0025092,Acanthosis,6,Synonym
HP:0025092,Acanthotic epidermis,6,Synonym
HP:0025092,Thickening of upper layer of skin,6,Synonym
HP:0001908,Hypoplastic anaemia,6,Synonym
HP:0025434,Reduced CH50,6,Synonym
HP:0002693,Abnormality of cranial base,6,Synonym
HP:0002693,Abnormality of the skull base,6,Synonym
HP:0002141,Abnormality of balance,6,Synonym
HP:0002141,Abnormality of equilibrium,6,Synonym
HP:0002141,Imbalanced walk,6,Synonym
HP:0001575,Mood alterations,6,Synonym
HP:0001659,Aortic insufficiency,6,Synonym
HP:0001575,Moody,6,Synonym
HP:0010523,Word blindness,6,Synonym
HP:0003380,Decreased number of peripheral myelinated nerve fibres,6,Synonym
HP:0003380,Loss of myelinated fibers,6,Synonym
HP:0025358,Ectropion uveae,6,Synonym
HP:0031953,Senile gait,6,Synonym
HP:0002151,Higher than normal levels of lactate in blood,6,Synonym
HP:0002151,Increased blood lactate,6,Synonym
HP:0000953,Cutaneous hyperpigmentation,6,Synonym
HP:0000953,Hyperpigmented lesion,6,Synonym
HP:0003380,Decreased number of large and small myelinated fibers,6,Synonym
HP:0000953,Increased skin pigmentation,6,Synonym
HP:0000953,Melanodermia,6,Synonym
HP:0000953,Patchy darkened skin,6,Synonym
HP:0000953,Skin hyperpigmentation,6,Synonym
HP:0005008,Large joint dislocations,6,Synonym
HP:0010674,Abnormal curve of the backbone,6,Synonym
HP:0010674,Abnormal curve of the spine,6,Synonym
HP:0010674,Abnormal curving of the spine,6,Synonym
HP:0010674,Curvature of spine,6,Synonym
HP:0000953,Melanoderma,6,Synonym
HP:0002371,Loss of speech,6,Synonym
HP:0025164,Increased number of elastic fibres in the dermis,6,Synonym
HP:0010303,Abnormality of the spinal meninges,6,Synonym
HP:0000369,Low set ears,6,Synonym
HP:0000369,Low-set ears,6,Synonym
HP:0000369,Lowset ears,6,Synonym
HP:0000369,Melotia,6,Synonym
HP:0011999,Paranoia,6,Synonym
HP:0030144,Decreased bowel sounds,6,Synonym
HP:0000619,Convergence insufficiency,6,Synonym
HP:0003272,Abnormality of the hip bone,6,Synonym
HP:0003272,Abnormality of the hips,6,Synonym
HP:0001144,Cyst of eye socket,6,Synonym
HP:0001144,Orbital cysts,6,Synonym
HP:0001646,Abnormality of the aortic valve,6,Synonym
HP:0003554,Type 2 fiber atrophy,6,Synonym
HP:0003554,Type 2 muscle fibre atrophy,6,Synonym
HP:0030393,Aggressive papillary middle ear tumor,6,Synonym
HP:0030393,Endolymphatic sac tumour,6,Synonym
HP:0030393,Heffner tumor,6,Synonym
HP:0030393,Low-grade adenocarcinoma of endolymphatic sac origin,6,Synonym
HP:0002176,Pressure on spinal cord,6,Synonym
HP:0010523,Text blindness,6,Synonym
HP:0003527,High urine prostaglandin levels,6,Synonym
HP:0008239,Small adrenal medulla,6,Synonym
HP:0012503,disorder of pituitary gland,6,Synonym
HP:0000629,Puffiness around eye,6,Synonym
HP:0000629,Puffy eyes,6,Synonym
HP:0000629,Swelling around the eyes,6,Synonym
HP:0031629,Clumsy tandem walking,6,Synonym
HP:0025553,Raccoon eyes,6,Synonym
HP:0012893,Hyperplasia of neck muscles,6,Synonym
HP:0012893,Hypertrophy of cervical muscles,6,Synonym
HP:0012893,Increased size of neck muscles,6,Synonym
HP:0000629,Periorbital swelling,6,Synonym
HP:0012893,Large neck muscles,6,Synonym
HP:0100874,Increased follicular density,6,Synonym
HP:0100874,Increased hair density,6,Synonym
HP:0032894,Fever induced seizure,6,Synonym
HP:0410287,Chest hemangioma,6,Synonym
HP:0006897,Abducens nerve palsy,6,Synonym
HP:0006897,Abducens nerve paralysis,6,Synonym
HP:0012893,Overgrowth of neck muscles,6,Synonym
HP:0006897,Abducens nerve paresis,6,Synonym
HP:0000629,Periorbital puffiness,6,Synonym
HP:0410323,Immunoglobulin E-mediated drug allergy,6,Synonym
HP:0001315,Impaired tendon reflexes,6,Synonym
HP:0001315,Reduced/absent deep tendon reflexes,6,Synonym
HP:0001315,Weak or absent deep tendon reflexes,6,Synonym
HP:0009798,Euthyroid goitre,6,Synonym
HP:0012175,Activated protein C resistance,6,Synonym
HP:0007495,Precociously senile appearance,6,Synonym
HP:0004791,Esophagus ulcer,6,Synonym
HP:0000629,Fullness around the eyes,6,Synonym
HP:0004791,Oesophagus ulceration,6,Synonym
HP:0012032,Fatty lump,6,Synonym
HP:0012032,Noncancerous fatty lump,6,Synonym
HP:0002778,Abnormality of the trachea,6,Synonym
HP:0002778,Tracheal disease,6,Synonym
HP:0410323,Allergy to drugs,6,Synonym
HP:0410323,IgE-mediated drug allergy,6,Synonym
HP:0002905,High blood phosphate levels,6,Synonym
HP:0006897,Lateral rectus muscle denervation paresis,6,Synonym
HP:0100785,Difficulty staying or falling asleep,6,Synonym
HP:0100785,Fragmented sleep,6,Synonym
HP:0008070,Hypotrichosis,6,Synonym
HP:0008070,Marked hypotrichosis,6,Synonym
HP:0008070,Sparse hair since birth,6,Synonym
HP:0008070,"Thin, sparse hair",6,Synonym
HP:0008401,Overgrowth and curving of toenails,6,Synonym
HP:0032018,Mononeuritis multiplex,6,Synonym
HP:0025049,Abnormal brain creatine level by magnetic resonance spectroscopy,6,Synonym
HP:0008070,Decreased hair growth on body,6,Synonym
HP:0002187,IQ less than 20,6,Synonym
HP:0002187,Profound mental retardation,6,Synonym
HP:0002672,GI carcinoma,6,Synonym
HP:0200034,Papules,6,Synonym
HP:0200034,Skin papules,6,Synonym
HP:0000750,Deficiency of speech development,6,Synonym
HP:0000750,Delayed language development,6,Synonym
HP:0000750,Delayed speech,6,Synonym
HP:0000750,Delayed speech acquisition,6,Synonym
HP:0002187,"Mental retardation, profound",6,Synonym
HP:0008070,Decreased hair growth,6,Synonym
HP:0025195,Central hernia,6,Synonym
HP:0001069,Sporadic excessive sweating,6,Synonym
HP:0007957,Corneal clouding,6,Synonym
HP:0007957,Corneal opacities,6,Synonym
HP:0007957,Reduction of corneal clarity,6,Synonym
HP:0007957,Scarring or clouding of the cornea of the eye,6,Synonym
HP:0040200,Negative chorea,6,Synonym
HP:0005103,Cartilaginous ossification of pinnae,6,Synonym
HP:0005103,Ear cartilage calcification,6,Synonym
HP:0005103,Ossification of pinnae,6,Synonym
HP:0005103,Petrified ear,6,Synonym
HP:0410338,Allergy to plant products,6,Synonym
HP:0410338,IgE-mediated plant product allergy,6,Synonym
HP:0410338,Immunoglobulin E-mediated plant product allergy,6,Synonym
HP:0005213,Pancreatic calcifications,6,Synonym
HP:0000471,GI angiodysplasia,6,Synonym
HP:0031800,Elevated Apo-AII level,6,Synonym
HP:0031800,Elevated apoA-II level,6,Synonym
HP:0031800,Elevated APOAII level,6,Synonym
HP:0001069,"Hyperhidrosis, episodic",6,Synonym
HP:0001315,Hypoactive to absent deep tendon reflexes,6,Synonym
HP:0001315,Diminished or absent tendon reflexes,6,Synonym
HP:0001315,Diminished or absent deep tendon reflexes,6,Synonym
HP:0001315,Diminished deep tendon reflexes,6,Synonym
HP:0007340,Muscle weakness in lower limbs,6,Synonym
HP:0008000,Decreased blink reflex,6,Synonym
HP:0008000,Reduced corneal reflex,6,Synonym
HP:0005306,Strawberry birthmark,6,Synonym
HP:0030082,Abnormal drinking behaviour,6,Synonym
HP:0007340,Lower limb weakness,6,Synonym
HP:0012417,Hypocarbia,6,Synonym
HP:0012417,Reduced carbon dioxide in the blood,6,Synonym
HP:0005117,Elevated diastolic BP,6,Synonym
HP:0001986,Hyperosmolar dehydration,6,Synonym
HP:0040270,Decreased glucose tolerance,6,Synonym
HP:0040270,Glucose tolerance decreased,6,Synonym
HP:0010819,Astatic seizure,6,Synonym
HP:0010819,Astatic seizures,6,Synonym
HP:0007609,Hypoproteinemic oedema,6,Synonym
HP:0007340,Lower extremity weakness,6,Synonym
HP:0007340,Leg weakness,6,Synonym
HP:0002136,Wide-based gait,6,Synonym
HP:0000550,Abolished electroretinogram,6,Synonym
HP:0000550,Absent electroretinogram,6,Synonym
HP:0000550,Extinction of electroretinogram,6,Synonym
HP:0000550,Extinguished electroretinogram,6,Synonym
HP:0000550,No light-evoked response on electroretinogram,6,Synonym
HP:0000550,Undetectable ERG,6,Synonym
HP:0033055,Ineffective planning,6,Synonym
HP:0011227,Elevated CRP,6,Synonym
HP:0410288,Increased circulating amylase level,6,Synonym
HP:0000868,Reduced fertility in females,6,Synonym
HP:0005101,"Hearing loss, high-frequency",6,Synonym
HP:0005101,High frequency hearing loss,6,Synonym
HP:0005101,High-frequency deafness,6,Synonym
HP:0005101,Progressive high frequency hearing loss,6,Synonym
HP:0005101,Progressive high-frequency hearing loss,6,Synonym
HP:0012401,Abnormal urinary 2-oxoglutarate level,6,Synonym
HP:0012401,Abnormality of urine alpha ketoglutarate concentration,6,Synonym
HP:0010819,Atonic seizures,6,Synonym
HP:0010819,Drop attacks,6,Synonym
HP:0010819,Hypotonic seizure,6,Synonym
HP:0030447,Cutaneous APUDoma,6,Synonym
HP:0030447,Merkel cell cancer of the skin,6,Synonym
HP:0030447,Neuroendocrine carcinoma of the skin,6,Synonym
