HPO_ID,Sentence,Ancestor
HP:0031036,A decreased blood concentration of growth hormone binding protein.,HP:0001939
HP:0009023,Decreased strength of the abdominal musculature.,HP:0003011
HP:0030685,"A reduced circulating concentration of adiponectin, a 30-kDa complement C1-related protein that is the most abundant secreted protein expressed in adipose tissue.",HP:0000818
HP:0002643,Respiratory difficulty as newborn.,HP:0002086
HP:0030149,"Severely decreased cardiac output with evidence of inadequate end-organ perfusion (i.e., tissue hypoxia) in the presence of adequate intravascular volume.",HP:0001626
HP:0030895,An anomaly of the muscular contractions that propel food though the gastrointestinal tract.,HP:0025031
HP:0030207,"Breathing movements in which the chest wall moves in on inspiration and out on expiration, in reverse of the normal movements. It may be seen in children with respiratory distress of any cause, which leads to indrawing of the intercostal spaces during inspiration. Patients with chronic airways obstruction also show indrawing of the lower ribs during inspiration, due to the distorted action of a depressed and flattened diaphragm. Crush injuries of the chest, with fractured ribs and sternum, can lead to a severe degree of paradoxical breathing.",HP:0002086
HP:0025502,Increased body weight with a body mass index of 25-29.9 kg per square meter.,HP:0001507
HP:0011439,Rhabdomyolysis induced by anesthesia.,HP:0003011
HP:0011903,"Hemoglobin H (HbH) contains four beta-globin chains. It is normally not present at all in blood, but may make up about 1-40 percent of all hemoglobin in HbH disease, a subform of alpha thalassemia.",HP:0001871
HP:0012900,Slowed relaxation of muscles in the face.,HP:0003011
HP:0003701,A lack of strength of the proximal muscles.,HP:0003011
HP:0000765,"Any abnormality of the thorax (the region of the body formed by the sternum, the thoracic vertebrae and the ribs).",HP:0000924
HP:0008887,A loss of adipose tissue.,HP:0003549
HP:0032436,Any deviation from the normal concentration of C-reactive protein in the blood circulation.,HP:0001939
HP:0002421,Difficulty to maintain correct position of the head while standing or sitting.,HP:0003011
HP:0031661,"Any anomaly of the second heart sound (S2), which is produced by aortic (A2) and pulmonic (P2) valve closure. The A2-P2 interval normally increases with inspiration and narrows with expiration.",HP:0001626
HP:0001640,Increased size of the heart.,HP:0001626
HP:0012119,"Abnormally increased levels of methemoglobin in the blood. In this form of hemoglobin, there is an oxidized ferric iron (Fe +3) rather than the reduced ferrous form (Fe 2+) that is normally found in hemoglobin. Methemoglobin has a reduced affinity for oxygen, resulting in a reduced ability to release oxygen to tissues.",HP:0001871
HP:0025534,A congenital lesion of the sclera characterized by unilateral patchy but extensive slate-gray or bluish discoloration of the sclera . The conjunctiva are spared.,HP:0000478
HP:0000746,A belief that is pathological and is held despite evidence to the contrary.,HP:0000707
HP:0030223,"Perseveration can be defined as the contextually inappropriate and unintentional repetition of a response or behavioral unit. In other words, the observed repetitiveness does not meet the demands of the situation, is not the product of deliberation, and may even unfold despite counterintention. Perseveration can therefore be differentiated from goal-directed and intentional forms of repetition, such as linguistic redundancies designed to enhance communicative or poetic impact.",HP:0000707
HP:0100809,Pain or discomfort of the scalp elicited by palpation.,HP:0000152
HP:0001980,Abnormal increased number of megaloblasts in the bone marrow.,HP:0001871
HP:0009011,"Underdevelopment of the serratus anterior muscle, which is involved in abduction, upward Rotation, and elevation of the scapula.",HP:0003011
HP:0010861,A kind of breech presentation in which one or both hips are extended and one or both of the fetus' feet are pointing down and entering the birth canal.,HP:0001197
HP:0005185,"A reduced ejection fraction and an enlarged left ventricle chamber, the latter by an increased resistance to filling with increased filling pressures. Systolic dysfunction is clinically associated with left ventricular failure in the presence of marked cardiomegaly.",HP:0001626
HP:0012485,An anomaly of the invaginations of the surface membrane that form the open canalicular system (OCS). The OCS serve as the pathway for transport of substances into the cells and as conduits for the discharge of alpha granule products secreted during the platelet release reaction.,HP:0001871
HP:0009064,Generalized degenerative changes of the fat tissue.,HP:0003549
HP:0025096,Unprovoked explosive pathological sneezing.,HP:0002086
HP:0012773,"Decreased ratio between the upper and the lower segment of the body, where the lower segment is defined as the length between the top of pubic symphysis to floor, and the upper segment is defined as the top of head to top of pubic symphysis. Consider the term Disproportionate tall stature (HP:0001519) if tall stature is also present.",HP:0001507
HP:0032532,Abnormally increased level of 4-hydroxybutyric acid in the cerebrospinal fluid (CSF).,HP:0001939
HP:0031386,"The presence of abnormally high numbers of micromegakaryocytes in the bone marrow. Micromegakaryocytes are mononuclear diploid cells, with a nucleus similar in size to that of a myeloblast or promyelocyte with the cell being less than 30 micrometers in diameter.",HP:0001871
HP:0002098,"Difficulty in breathing. The physical presentation of respiratory distress is generally referred to as labored breathing, while the sensation of respiratory distress is called shortness of breath or dyspnea.",HP:0002086
HP:0012079,Any anomaly of the conduction of motor nerve impulses in the central nervous system.,HP:0000707
HP:0020219,A motor seizure is a type of seizure that is characterized at onset by involvement of the skeletal musculature. The motor event could consist of an increase (positive) or decrease (negative) in muscle contraction to produce a movement.,HP:0000707
HP:0001548,"Excessive postnatal growth which may comprise increased weight, increased length, and/or increased head circumference.",HP:0001507
HP:0040243,Abnormally increased length of time required for an in vitro clot to dissolve in the absence of the normal plasmin inhibitors. This test is a clinical assay used to measure fibrinolysis. The euglobulin fraction of plasma is precipitated and used to form clot by addition of thrombin; after clot forms the rate of clot breakdown (fibrinolysis) can be monitored.,HP:0001871
HP:0002014,Abnormally increased frequency of loose or watery bowel movements.,HP:0025031
HP:0003209,A decreased rate of pyruvate carboxylase activity.,HP:0001939
HP:0031503,Waking up at night gasping for breath.,HP:0002086
HP:0020141,"An abnormal blood pressure discrepancy between the upper and lower extremities with the blood pressure measured in the legs being much higher than the blood pressure measure in the arms. In healthy individuals, ankle systolic blood pressures are only slightly higher than the systolic blood pressure measured in the arm.",HP:0001626
HP:0005855,The presence of bone fractures in the prenatal period that are diagnosed at birth or before.,HP:0000924
HP:0030808,"The cuticle (properly known as the eponychium, or the medial nail fold or the proximal nail fold), is the thickened layer of skin surrounding fingernails and toenails. Its function is to protect the area between the nail and epidermis from exposure to bacteria. This term refers to the presence of and irregular edge or outline of the cuticle.",HP:0001574
HP:0005520,A chronic form of disseminated intravascular coagulation in which a persistent weak or intermittent activating stimulus is present and destruction and production of coagulation factors and platelets are balanced.,HP:0001871
HP:0000843,Excessive production of parathyroid hormone (PTH) by the parathyroid glands.,HP:0000818
HP:0001808,Nails that easily break.,HP:0001574
HP:0012701,"A sudden, irresistible need to have a bowel movement.",HP:0025031
HP:0010929,An abnormality of cation homeostasis.,HP:0001939
HP:0001945,Elevated body temperature due to failed thermoregulation.,HP:0001939
